2025-10-07 21:37:09,951 - __main__ - INFO - ================================================================================
2025-10-07 21:37:09,951 - __main__ - INFO - HybridBail: District Court Bail Decision Support System
2025-10-07 21:37:09,951 - __main__ - INFO - ================================================================================
2025-10-07 21:38:52,949 - __main__ - INFO - ================================================================================
2025-10-07 21:38:52,950 - __main__ - INFO - HybridBail: District Court Bail Decision Support System
2025-10-07 21:38:52,950 - __main__ - INFO - ================================================================================
2025-10-07 21:40:19,135 - __main__ - INFO - ================================================================================
2025-10-07 21:40:19,136 - __main__ - INFO - HybridBail: District Court Bail Decision Support System
2025-10-07 21:40:19,136 - __main__ - INFO - ================================================================================
2025-10-07 21:40:19,136 - __main__ - ERROR - Configuration error: Configuration validation failed:
  - LLM_API_KEY (Gemini) required (get from https://aistudio.google.com/apikey)
2025-10-07 22:36:50,786 - __main__ - INFO - ================================================================================
2025-10-07 22:36:50,786 - __main__ - INFO - HybridBail: District Court Bail Decision Support System
2025-10-07 22:36:50,786 - __main__ - INFO - ================================================================================
2025-10-07 22:36:50,794 - __main__ - INFO - Initializing HybridBail components...
2025-10-07 22:36:51,944 - qdrant_database - INFO - Connected to Qdrant at localhost:6333
2025-10-07 22:42:59,878 - __main__ - INFO - ================================================================================
2025-10-07 22:42:59,878 - __main__ - INFO - HybridBail: District Court Bail Decision Support System
2025-10-07 22:42:59,878 - __main__ - INFO - ================================================================================
2025-10-07 22:42:59,878 - __main__ - INFO - Initializing HybridBail components...
2025-10-07 22:43:00,221 - qdrant_database - INFO - Connected to Qdrant at localhost:6333
2025-10-07 22:43:06,895 - llm_integration - INFO - Initialized Gemini: gemini-2.0-flash-exp
2025-10-07 22:43:22,346 - __main__ - INFO - 
============================================================
2025-10-07 22:43:22,347 - __main__ - INFO - Processing category: Anticipatory Bail
2025-10-07 22:43:22,347 - __main__ - INFO - ============================================================
2025-10-07 22:43:22,349 - pdf_ingester - INFO - Found 50 PDF files in C:\\Me\\Main Bail Cases Folder\anticipatory bail
2025-10-07 22:47:52,729 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,732 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,733 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,748 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,749 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,761 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,762 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,769 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,769 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,773 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,773 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,789 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,790 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,793 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,794 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,800 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,801 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,813 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,814 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,821 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,821 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,834 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,835 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,842 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,842 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,848 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,849 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,865 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,866 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,879 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,879 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,896 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,896 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,900 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,901 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,908 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,909 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,921 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,922 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,936 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,937 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,949 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,949 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,967 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,969 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,973 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,974 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,981 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,981 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,985 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,986 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:52,992 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:52,993 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:52,997 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:52,997 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,004 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,004 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,007 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,008 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,024 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,025 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,037 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,038 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,045 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,045 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,057 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,058 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,065 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,066 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,078 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,079 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,085 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,086 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,090 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,090 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,097 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,098 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,101 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,102 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,109 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,109 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,123 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,124 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,131 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,131 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,143 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,144 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,158 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,159 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,171 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,172 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,187 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,188 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,192 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,194 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,201 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,201 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,205 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,205 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,222 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,222 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,226 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,227 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,241 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,242 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,254 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,255 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,262 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,262 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,266 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,267 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,283 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,284 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,296 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,297 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,312 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,313 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,317 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,318 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,324 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,325 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,329 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,329 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,336 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,337 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,341 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,342 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,349 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,350 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,353 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,354 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,361 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,362 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,366 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,367 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,374 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,375 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,388 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,388 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,404 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,405 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,417 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,418 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,435 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,436 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,439 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,440 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,446 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,447 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,459 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,460 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,466 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,467 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,471 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,472 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,488 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,488 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,492 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,493 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,500 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,500 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,504 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,505 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,521 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,521 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,525 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,526 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,540 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,541 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,544 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,545 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,552 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,552 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,565 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,566 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,583 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,583 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,595 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,596 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,611 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,612 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,615 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,616 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,632 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,632 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,636 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,636 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,642 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,643 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,647 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,647 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,654 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,654 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,667 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,668 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,674 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,675 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,679 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,679 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,687 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,688 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,701 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,702 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,708 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,709 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
2025-10-07 22:47:53,713 - httpx - INFO - HTTP Request: GET http://localhost:6333/collections "HTTP/1.1 200 OK"
2025-10-07 22:47:53,713 - qdrant_database - INFO - Collection 'hybridbail_anticipatory_bail' already exists
2025-10-07 22:47:53,728 - httpx - INFO - HTTP Request: PUT http://localhost:6333/collections/hybridbail_anticipatory_bail/points?wait=true "HTTP/1.1 200 OK"
2025-10-07 22:47:53,729 - qdrant_database - INFO - Upserted 1 points to 'hybridbail_anticipatory_bail'
